N,wavenumber_cm-1,frequency_THz,wavelength_vac_nm,strength
1455,17212.2038,516.008888,580.98313,57
1456,17212.2896,516.011461,580.98023,76
1457,17212.2985,516.011728,580.97993,76
1458,17212.4793,516.017148,580.97383,36
1459,17212.9565,516.031454,580.95772,82
1460,17213.0831,516.035249,580.95345,72
1461,17213.9885,516.062392,580.92289,62
1462,17214.1065,516.065930,580.91891,45
1463,17214.2997,516.071722,580.91239,80
1464,17214.3928,516.074513,580.90925,42
1465,17214.5905,516.080440,580.90258,54
1466,17214.8551,516.088372,580.89365,63
1467,17214.9457,516.091089,580.89059,82
1468,17215.7504,516.115213,580.86344,62
1469,17216.0122,516.123061,580.85461,54
1470,17216.2016,516.128740,580.84822,42
1471,17216.2741,516.130913,580.84577,77
1472,17216.4858,516.137260,580.83863,52
1473,17216.6074,516.140905,580.83453,57
1474,17216.9088,516.149941,580.82436,83
1475,17217.4894,516.167347,580.80477,76
1476,17218.2245,516.189385,580.77998,81
1477,17218.2762,516.190934,580.77823,50
1478,17218.3370,516.192757,580.77618,63
1479,17218.5531,516.199236,580.76889,47
1480,17218.8507,516.208158,580.75885,79
1481,17218.9094,516.209917,580.75687,57
1482,17219.2063,516.218818,580.74686,61
1483,17220.0438,516.243926,580.71862,59
1484,17220.1526,516.247188,580.71495,80
1485,17220.3288,516.252470,580.70900,45
1486,17220.3709,516.253732,580.70759,63
1487,17220.6014,516.260642,580.69981,53
1488,17220.7683,516.265646,580.69418,80
1489,17220.8987,516.269555,580.68979,64
1490,17221.7266,516.294375,580.66187,65
1491,17221.7826,516.296054,580.65998,54
1492,17222.0598,516.304364,580.65064,82
1493,17222.3604,516.313376,580.64050,50
1494,17222.5677,516.319590,580.63351,58
1495,17222.6225,516.321233,580.63167,48
1496,17222.6663,516.322546,580.63019,81
1497,17223.2271,516.339359,580.61128,54
1498,17223.3861,516.344125,580.60592,59
1499,17223.9437,516.360842,580.58713,80
1500,17224.2146,516.368963,580.57800,68
1501,17224.3678,516.373556,580.57283,44
1502,17224.5422,516.378784,580.56695,83
1503,17224.6302,516.381423,580.56399,69
1504,17225.0255,516.393273,580.55066,65
1505,17225.8045,516.416627,580.52441,85
1506,17225.8434,516.417793,580.52310,64
1507,17226.0597,516.424278,580.51581,60
1508,17226.3540,516.433101,580.50589,53
1509,17226.3929,516.434267,580.50458,80
1510,17226.6090,516.440746,580.49730,52
1511,17226.6389,516.441642,580.49629,60
1512,17227.4437,516.465769,580.46917,74
1513,17227.6438,516.471768,580.46243,79
1514,17228.2168,516.488946,580.44313,87
1515,17228.3184,516.491992,580.43970,48
1516,17228.5673,516.499454,580.43132,54
1517,17228.8692,516.508505,580.42115,53
1518,17229.0176,516.512954,580.41615,60
1519,17229.4622,516.526282,580.40117,83
1520,17229.7974,516.536331,580.38988,58
1521,17230.0282,516.543251,580.38210,83
1522,17230.2619,516.550257,580.37423,73
1523,17230.5036,516.557503,580.36609,49
1524,17230.5736,516.559601,580.36373,69
1525,17231.1249,516.576129,580.34516,38
1526,17231.2537,516.579990,580.34083,81
1527,17231.3417,516.582628,580.33786,67
1528,17231.6554,516.592033,580.32730,63
1529,17231.8094,516.596650,580.32211,82
1530,17232.1040,516.605481,580.31219,62
1531,17232.1814,516.607802,580.30958,48
1532,17232.4196,516.614943,580.30156,56
1533,17232.8644,516.628278,580.28658,61
1534,17233.0195,516.632927,580.28136,87
1535,17233.5750,516.649581,580.26266,85
1536,17233.6168,516.650834,580.26125,67
1537,17234.0793,516.664699,580.24568,53
1538,17234.3124,516.671688,580.23783,55
1539,17234.3644,516.673247,580.23608,68
1540,17234.4171,516.674826,580.23430,58
1541,17234.7724,516.685478,580.22234,83
1542,17235.0990,516.695269,580.21135,60
1543,17235.3127,516.701676,580.20415,85
1544,17235.7985,516.716240,580.18780,55
1545,17235.8404,516.717496,580.18639,64
1546,17235.9541,516.720905,580.18256,50
1547,17236.1833,516.727776,580.17485,57
1548,17236.3005,516.731289,580.17090,40
1549,17236.4966,516.737168,580.16430,86
1550,17236.5641,516.739192,580.16203,67
1551,17237.0313,516.753198,580.14630,84
1552,17237.1586,516.757015,580.14202,65
1553,17237.2926,516.761032,580.13751,67
1554,17237.8107,516.776564,580.12007,56
1555,17238.0038,516.782353,580.11357,65
1556,17238.0331,516.783231,580.11259,50
1557,17238.2019,516.788292,580.10691,83
1558,17238.5301,516.798131,580.09586,63
1559,17238.7214,516.803866,580.08943,87
1560,17239.4215,516.824855,580.06587,68
1561,17239.6425,516.831480,580.05843,51
1562,17239.8825,516.838675,580.05036,86
1563,17240.1306,516.846113,580.04201,68
1564,17240.3982,516.854135,580.03301,81
1565,17240.8145,516.866616,580.01900,64
1566,17241.2386,516.879330,580.00473,54
1567,17241.4547,516.885808,579.99746,56
1568,17241.5188,516.887730,579.99531,68
1569,17241.5433,516.888465,579.99448,82
1570,17241.6683,516.892212,579.99028,53
1571,17242.0448,516.903499,579.97761,88
1572,17242.1877,516.907783,579.97281,75
1573,17242.5659,516.919121,579.96009,65
1574,17242.8747,516.928379,579.94970,68
1575,17243.1786,516.937490,579.93948,85
1576,17243.2412,516.939366,579.93737,50
1577,17243.4552,516.945782,579.93018,64
1578,17243.5344,516.948156,579.92751,65
1579,17243.6760,516.952401,579.92275,86
1580,17243.8790,516.958487,579.91592,4
1581,17243.9249,516.959863,579.91438,69
1582,17244.2117,516.968461,579.90473,65
1583,17244.7928,516.985882,579.88519,82
1584,17244.8623,516.987966,579.88286,68
1585,17245.0101,516.992397,579.87789,59
1586,17245.2305,516.999004,579.87047,66
1587,17245.2804,517.000500,579.86880,86
1588,17245.5283,517.007932,579.86046,68
1589,17246.1633,517.026969,579.83911,65
1590,17246.3858,517.033639,579.83163,83
1591,17246.5865,517.039656,579.82488,58
1592,17246.7531,517.044650,579.81928,51
1593,17246.8202,517.046662,579.81703,65
1594,17246.8651,517.048008,579.81552,86
1595,17246.9553,517.050712,579.81248,62
1596,17247.1716,517.057197,579.80521,40
1597,17247.4435,517.065348,579.79607,68
1598,17247.8822,517.078500,579.78133,69
1599,17247.9525,517.080608,579.77896,85
1600,17248.0698,517.084124,579.77502,67
1601,17248.4244,517.094755,579.76310,86
1602,17248.4773,517.096341,579.76132,62
1603,17248.6756,517.102286,579.75466,59
1604,17248.7002,517.103023,579.75383,63
1605,17248.8147,517.106456,579.74998,38
1606,17249.2231,517.118699,579.73625,69
1607,17249.3365,517.122099,579.73244,63
1608,17249.4961,517.126884,579.72708,83
1609,17249.9632,517.140887,579.71138,82
1610,17250.1769,517.147293,579.70420,54
1611,17250.3706,517.153100,579.69769,64
1612,17250.5043,517.157109,579.69320,65
1613,17250.5587,517.158739,579.69137,70
1614,17251.0232,517.172665,579.67576,84
1615,17251.1471,517.176379,579.67160,62
1616,17251.2481,517.179407,579.66820,41
1617,17251.4774,517.186281,579.66050,85
1618,17251.7610,517.194784,579.65097,64
1619,17251.8462,517.197338,579.64811,73
1620,17252.0467,517.203349,579.64137,69
1621,17252.3365,517.212037,579.63163,70
1622,17252.5227,517.217619,579.62538,85
1623,17252.6003,517.219945,579.62277,37
1624,17252.9463,517.230318,579.61115,73
1625,17252.9739,517.231145,579.61022,88
1626,17253.1036,517.235034,579.60586,68
1627,17253.5050,517.247067,579.59238,75
1628,17253.6987,517.252874,579.58587,68
1629,17254.0044,517.262039,579.57560,83
1630,17254.0936,517.264713,579.57261,65
1631,17254.4362,517.274984,579.56110,86
1632,17254.6441,517.281217,579.55412,67
1633,17255.1502,517.296389,579.53712,63
1634,17255.2261,517.298665,579.53457,71
1635,17255.3292,517.301755,579.53111,56
1636,17255.4612,517.305713,579.52667,87
1637,17255.6771,517.312185,579.51942,71
1638,17255.7647,517.314811,579.51648,64
1639,17255.8920,517.318628,579.51220,84
1640,17255.9642,517.320792,579.50978,39
1641,17256.3346,517.331897,579.49734,62
1642,17256.7645,517.344785,579.48290,58
1643,17256.8622,517.347714,579.47962,71
1644,17256.8985,517.348802,579.47840,84
1645,17256.9407,517.350067,579.47699,69
1646,17257.0020,517.351905,579.47493,61
1647,17257.3175,517.361363,579.46433,86
1648,17257.4208,517.364460,579.46087,69
1649,17257.9366,517.379923,579.44355,63
1650,17258.2338,517.388833,579.43357,76
1651,17258.3056,517.390986,579.43116,89
1652,17258.3542,517.392443,579.42953,65
1653,17258.4001,517.393819,579.42799,41
1654,17258.4845,517.396349,579.42515,63
1655,17258.5267,517.397614,579.42373,59
1656,17258.7245,517.403544,579.41709,84
1657,17258.9893,517.411482,579.40820,69
1658,17259.1920,517.417559,579.40140,42
1659,17259.5278,517.427626,579.39013,79
1660,17259.6972,517.432705,579.38444,84
1661,17259.9251,517.439537,579.37679,56
1662,17260.0173,517.442301,579.37370,62
1663,17260.1084,517.445032,579.37064,89
1664,17260.5427,517.458052,579.35606,61
1665,17260.7620,517.464627,579.34870,69
1666,17261.0248,517.472505,579.33988,70
1667,17261.0664,517.473752,579.33848,88
1668,17261.4650,517.485702,579.32510,89
1669,17261.5349,517.487798,579.32276,76
1670,17261.6376,517.490877,579.31931,59
1671,17262.0055,517.501906,579.30696,60
1672,17262.0686,517.503798,579.30485,66
1673,17262.4104,517.514044,579.29338,86
1674,17262.5101,517.517033,579.29003,62
1675,17262.6238,517.520442,579.28621,41
1676,17262.8015,517.525769,579.28025,87
1677,17262.9682,517.530767,579.27466,70
1678,17262.9986,517.531678,579.27364,57
1679,17263.1602,517.536523,579.26822,66
1680,17263.2687,517.539776,579.26457,72
1681,17263.4590,517.545481,579.25819,69
1682,17263.6045,517.549843,579.25331,42
1683,17263.7307,517.553626,579.24907,87
1684,17263.8318,517.556657,579.24568,38
1685,17263.9046,517.558839,579.24324,62
1686,17264.1182,517.565243,579.23607,85
1687,17264.3857,517.573262,579.22710,65
1688,17264.5045,517.576824,579.22311,64
1689,17264.5687,517.578749,579.22096,72
1690,17264.6597,517.581477,579.21790,60
1691,17264.8207,517.586303,579.21250,64
1692,17265.0346,517.592716,579.20533,86
1693,17265.2898,517.600367,579.19677,70
1694,17265.3401,517.601875,579.19508,49
1695,17265.4078,517.603904,579.19281,88
1696,17265.7118,517.613018,579.18261,60
1697,17265.7540,517.614283,579.18119,71
1698,17265.9879,517.621295,579.17335,59
1699,17266.1413,517.625894,579.16820,71
1700,17266.3125,517.631026,579.16246,84
1701,17266.5820,517.639106,579.15342,65
1702,17266.6814,517.642086,579.15008,85
1703,17267.0347,517.652678,579.13824,82
1704,17267.4392,517.664804,579.12467,72
1705,17267.5692,517.668701,579.12031,88
1706,17267.8618,517.677473,579.11050,65
1707,17267.9252,517.679374,579.10837,88
1708,17268.2146,517.688050,579.09866,78
1709,17268.2536,517.689219,579.09736,66
1710,17268.3770,517.692919,579.09322,40
1711,17268.6758,517.701876,579.08320,67
1712,17268.7967,517.705501,579.07914,86
1713,17268.8869,517.708205,579.07612,59
1714,17269.0374,517.712717,579.07107,74
1715,17269.1556,517.716260,579.06711,86
1716,17269.4735,517.725791,579.05645,68
1717,17269.4973,517.726504,579.05565,73
1718,17269.8352,517.736634,579.04432,72
1719,17270.0133,517.741974,579.03835,88
1720,17270.2318,517.748524,579.03102,67
1721,17270.3050,517.750719,579.02857,76
1722,17270.3554,517.752230,579.02688,86
1723,17270.4460,517.754946,579.02384,60
1724,17270.5921,517.759326,579.01894,69
1725,17270.6510,517.761091,579.01697,71
1726,17270.9758,517.770829,579.00608,60
1727,17271.1997,517.777541,578.99857,89
1728,17271.3245,517.781282,578.99439,65
1729,17271.5432,517.787839,578.98706,89
1730,17271.6979,517.792477,578.98187,82
1731,17271.8381,517.796680,578.97717,68
1732,17271.9229,517.799222,578.97433,70
1733,17272.0302,517.802439,578.97073,57
1734,17272.0627,517.803413,578.96964,48
1735,17272.3692,517.812602,578.95937,87
1736,17272.4337,517.814535,578.95721,38
1737,17272.6995,517.822504,578.94830,89
1738,17272.8282,517.826362,578.94399,42
1739,17273.0686,517.833569,578.93593,87
1740,17273.2083,517.837757,578.93125,64
1741,17273.3816,517.842953,578.92544,54
1742,17273.5102,517.846808,578.92113,87
1743,17273.7234,517.853200,578.91398,56
1744,17273.8391,517.856668,578.91010,88
1745,17274.0253,517.862250,578.90386,60
1746,17274.2627,517.869367,578.89591,57
1747,17274.3328,517.871469,578.89356,82
1748,17274.4257,517.874254,578.89045,64
1749,17274.5585,517.878235,578.88600,68
1750,17274.6366,517.880577,578.88338,88
1751,17274.9529,517.890059,578.87278,86
1752,17275.0182,517.892017,578.87059,46
1753,17275.2408,517.898690,578.86313,56
1754,17275.4555,517.905127,578.85594,74
1755,17275.5495,517.907945,578.85279,66
1756,17275.6574,517.911180,578.84917,61
1757,17275.7338,517.913470,578.84661,88
1758,17275.8120,517.915814,578.84399,45
1759,17275.8840,517.917973,578.84158,63
1760,17276.0471,517.922862,578.83612,83
1761,17276.1074,517.924670,578.83410,53
1762,17276.3690,517.932513,578.82533,69
1763,17276.4302,517.934348,578.82328,44
1764,17276.6484,517.940889,578.81597,63
1765,17276.7130,517.942826,578.81381,72
1766,17276.8133,517.945833,578.81045,88
1767,17276.8918,517.948186,578.80782,42
1768,17277.0652,517.953384,578.80201,62
1769,17277.1141,517.954850,578.80037,86
1770,17277.1875,517.957051,578.79791,75
1771,17277.3981,517.963364,578.79085,50
1772,17277.6571,517.971129,578.78218,55
1773,17277.8231,517.976106,578.77662,81
1774,17277.8679,517.977449,578.77512,87
1775,17278.1272,517.985222,578.76643,57
1776,17278.1647,517.986347,578.76517,90
1777,17278.3467,517.991803,578.75908,76
1778,17278.4731,517.995592,578.75484,62
1779,17278.5781,517.998740,578.75133,72
1780,17278.7788,518.004757,578.74460,40
1781,17278.8579,518.007128,578.74195,61
1782,17278.9036,518.008498,578.74042,84
1783,17279.0025,518.011463,578.73711,49
1784,17279.0707,518.013508,578.73483,76
1785,17279.1855,518.016949,578.73098,86
1786,17279.3284,518.021233,578.72620,46
1787,17279.4061,518.023563,578.72359,53
1788,17279.5882,518.029022,578.71750,39
1789,17279.6158,518.029849,578.71657,63
1790,17279.7364,518.033465,578.71253,69
1791,17279.7847,518.034913,578.71091,52
1792,17279.9130,518.038759,578.70662,88
1793,17279.9587,518.040129,578.70509,60
1794,17280.1760,518.046644,578.69781,79
1795,17280.1962,518.047249,578.69713,83
1796,17280.4768,518.055662,578.68774,40
1797,17280.6331,518.060347,578.68250,56
1798,17280.7023,518.062422,578.68018,44
1799,17280.7890,518.065021,578.67728,47
1800,17280.8583,518.067099,578.67496,73
1801,17280.9024,518.068421,578.67348,89
1802,17280.9763,518.070636,578.67101,65
1803,17281.0777,518.073676,578.66761,41
1804,17281.1778,518.076677,578.66426,87
1805,17281.3364,518.081432,578.65895,61
1806,17281.4081,518.083581,578.65655,76
1807,17281.4480,518.084777,578.65521,48
1808,17281.8697,518.097420,578.64109,90
1809,17282.0149,518.101773,578.63623,55
1810,17282.0818,518.103778,578.63399,66
1811,17282.1362,518.105409,578.63217,85
1812,17282.1894,518.107004,578.63039,75
1813,17282.4904,518.116028,578.62031,79
1814,17282.8124,518.125681,578.60953,86
1815,17283.0712,518.133440,578.60087,84
1816,17283.1325,518.135277,578.59882,47
1817,17283.2823,518.139768,578.59380,72
1818,17283.3909,518.143024,578.59017,64
1819,17283.5387,518.147455,578.58522,46
1820,17283.7204,518.152902,578.57914,85
1821,17283.7388,518.153454,578.57852,85
1822,17283.7762,518.154575,578.57727,50
1823,17283.9899,518.160982,578.57011,85
1824,17284.4583,518.175024,578.55443,65
1825,17284.5661,518.178256,578.55083,68
1826,17284.6351,518.180324,578.54852,84
1827,17284.7870,518.184878,578.54343,77
1828,17284.8774,518.187588,578.54041,86
1829,17285.1726,518.196438,578.53053,44
1830,17285.5118,518.206607,578.51917,87
1831,17285.6124,518.209623,578.51581,76
1832,17285.7193,518.212828,578.51223,64
1833,17285.7539,518.213865,578.51107,80
1834,17286.0101,518.221546,578.50250,74
1835,17286.1948,518.227083,578.49632,52
1836,17286.2808,518.229661,578.49344,50
1837,17286.3679,518.232272,578.49052,84
1838,17286.6007,518.239251,578.48273,88
1839,17286.7507,518.243748,578.47771,62
1840,17286.8528,518.246809,578.47430,70
1841,17286.9318,518.249178,578.47165,53
1842,17287.0619,518.253078,578.46730,78
1843,17287.2001,518.257221,578.46267,85
1844,17287.4289,518.264080,578.45502,84
1845,17287.6582,518.270954,578.44735,52
1846,17287.8632,518.277100,578.44049,69
1847,17287.9292,518.279079,578.43828,51
1848,17287.9628,518.280086,578.43715,65
1849,17288.0114,518.281543,578.43553,85
1850,17288.2334,518.288199,578.42810,85
1851,17288.2785,518.289551,578.42659,82
1852,17288.5915,518.298934,578.41612,51
1853,17288.8018,518.305239,578.40908,86
1854,17288.9559,518.309859,578.40393,75
1855,17289.0167,518.311681,578.40189,87
1856,17289.0525,518.312755,578.40070,69
1857,17289.3159,518.320651,578.39188,80
1858,17289.4062,518.323358,578.38886,51
1859,17289.5678,518.328203,578.38346,84
1860,17289.6810,518.331597,578.37967,46
1861,17289.7767,518.334466,578.37647,85
1862,17290.0250,518.341909,578.36816,72
1863,17290.1167,518.344658,578.36510,64
1864,17290.3166,518.350651,578.35841,85
1865,17290.5145,518.356584,578.35179,89
1866,17290.9662,518.370126,578.33668,72
1867,17291.0341,518.372161,578.33441,85
1868,17291.0729,518.373325,578.33311,61
1869,17291.1609,518.375963,578.33017,73
1870,17291.2296,518.378022,578.32787,86
1871,17291.3993,518.383110,578.32220,47
1872,17291.5450,518.387478,578.31732,81
1873,17291.6808,518.391549,578.31278,52
1874,17291.7317,518.393075,578.31108,86
1875,17291.9227,518.398801,578.30469,81
1876,17292.0990,518.404086,578.29879,72
1877,17292.1866,518.406713,578.29586,63
1878,17292.4124,518.413482,578.28831,85
1879,17292.5023,518.416177,578.28531,40
1880,17292.5938,518.418920,578.28225,85
1881,17292.6717,518.421255,578.27964,52
1882,17292.7393,518.423282,578.27738,81
1883,17292.9488,518.429563,578.27038,52
1884,17293.0647,518.433037,578.26650,87
1885,17293.1893,518.436773,578.26233,67
1886,17293.2434,518.438395,578.26052,83
1887,17293.3194,518.440673,578.25798,52
1888,17293.6556,518.450752,578.24674,46
1889,17293.7015,518.452128,578.24521,85
1890,17293.7506,518.453600,578.24357,81
1891,17293.8684,518.457132,578.23963,83
1892,17294.0867,518.463676,578.23233,68
1893,17294.1696,518.466161,578.22956,62
1894,17294.3110,518.470400,578.22483,83
1895,17294.4759,518.475344,578.21931,85
1896,17294.9024,518.488130,578.20506,88
1897,17294.9364,518.489149,578.20392,74
1898,17295.0562,518.492741,578.19991,87
1899,17295.1288,518.494917,578.19749,68
1900,17295.4680,518.505086,578.18615,84
1901,17295.6190,518.509613,578.18110,85
1902,17295.9330,518.519027,578.17060,85
1903,17295.9919,518.520793,578.16863,77
1904,17296.0141,518.521458,578.16789,81
1905,17296.0644,518.522966,578.16621,67
1906,17296.1608,518.525856,578.16299,81
1907,17296.5385,518.537179,578.15036,85
1908,17296.6755,518.541286,578.14578,80
1909,17296.8427,518.546299,578.14019,53
1910,17296.9050,518.548167,578.13811,63
